purchase_request,Date,month-year,labels,total,currency,status,responsible
TTK-13663847,01/1/2020,1-2020,company_b,61261.51,PLN,Closed,buyer_7
TTK-29561780,03/2/2020,2-2020,company_b,20006.53,EUR,Open,buyer_7
TTK-12434103,24/5/2020,5-2020,company_a,28013.83,EUR,Open,buyer_4
TTK-52556200,09/6/2020,6-2020,company_c,23557.13,PLN,Open,buyer_7
TTK-47870318,22/6/2020,6-2020,company_b,1921.37,PLN,In Progress,buyer_10
TTK-78659646,09/8/2020,8-2020,company_c,88131.19,USD,In Progress,buyer_1
TTK-14617234,02/2/2020,2-2020,company_a,99189.92,EUR,In Progress,buyer_6
TTK-94071302,16/2/2020,2-2020,company_b,31129.69,USD,Clarification,buyer_7
TTK-18203303,02/7/2020,7-2020,company_a,49482.1,USD,Closed,buyer_4
TTK-25647213,21/5/2020,5-2020,company_c,99473.19,CHF,In Progress,buyer_1
TTK-12150108,29/12/2019,12-2019,company_c,28354.61,CHF,Clarification,buyer_5
TTK-49198594,13/3/2020,3-2020,company_c,32308.72,CHF,Clarification,buyer_9
TTK-18997383,16/12/2019,12-2019,company_a,14820.25,CHF,Closed,buyer_4
TTK-1649084,15/2/2020,2-2020,company_b,19000.49,PLN,In Progress,buyer_9
TTK-86671859,02/5/2020,5-2020,company_c,83649.93,CHF,On hold,buyer_9
TTK-88457296,21/3/2020,3-2020,company_b,49886.95,EUR,Closed,buyer_3
TTK-55172384,26/6/2020,6-2020,company_c,90850.46,CHF,Clarification,buyer_7
TTK-72099499,23/4/2020,4-2020,company_a,66743.14,USD,On hold,buyer_8
TTK-65540453,28/4/2020,4-2020,company_a,8425.8,USD,Closed,buyer_6
TTK-90941211,30/7/2020,7-2020,company_b,80165.3,USD,In Progress,buyer_3
TTK-1807377,10/5/2020,5-2020,company_c,28526.32,USD,Clarification,buyer_8
TTK-28433756,05/8/2020,8-2020,company_a,94747.69,PLN,Closed,buyer_2
TTK-91280783,17/8/2020,8-2020,company_a,71938.21,EUR,In Progress,buyer_6
TTK-69062009,12/12/2019,12-2019,company_b,42037.97,EUR,In Progress,buyer_8
TTK-16000094,05/1/2020,1-2020,company_a,26616.21,USD,On hold,buyer_9
TTK-23541007,29/1/2020,1-2020,company_b,94751.37,USD,In Progress,buyer_2
TTK-19434802,21/2/2020,2-2020,company_c,75793.14,PLN,Clarification,buyer_2
TTK-91869270,11/3/2020,3-2020,company_b,12665.26,CHF,On hold,buyer_2
TTK-49043439,02/5/2020,5-2020,company_b,50596.1,USD,On hold,buyer_1
TTK-96714507,14/1/2020,1-2020,company_b,10640.97,PLN,On hold,buyer_1
TTK-76077158,13/12/2019,12-2019,company_b,24599.31,PLN,In Progress,buyer_2
TTK-1275092,02/2/2020,2-2020,company_a,97258.28,CHF,Open,buyer_2
TTK-70627606,03/8/2020,8-2020,company_b,53263.55,USD,On hold,buyer_4
TTK-31548287,21/5/2020,5-2020,company_a,66270.94,PLN,Closed,buyer_10
TTK-18170851,11/8/2020,8-2020,company_c,88830.57,EUR,Clarification,buyer_5
TTK-11069723,19/12/2019,12-2019,company_a,42858.36,USD,Open,buyer_6
TTK-69359777,17/3/2020,3-2020,company_c,69209.5,CHF,Clarification,buyer_2
TTK-94419534,10/5/2020,5-2020,company_b,39709.23,EUR,In Progress,buyer_8
TTK-66318560,13/8/2020,8-2020,company_a,10875.9,USD,Clarification,buyer_7
TTK-88588525,15/5/2020,5-2020,company_c,73053.86,USD,Clarification,buyer_3
TTK-18523115,24/6/2020,6-2020,company_c,54872.47,USD,Clarification,buyer_3
TTK-71857017,22/1/2020,1-2020,company_b,3384.8,CHF,Open,buyer_6
TTK-41803278,24/1/2020,1-2020,company_c,1209.34,PLN,Open,buyer_1
TTK-63965432,07/8/2020,8-2020,company_b,55528.55,PLN,In Progress,buyer_6
TTK-41548861,21/1/2020,1-2020,company_a,80453.63,PLN,Clarification,buyer_5
TTK-13149159,11/8/2020,8-2020,company_c,90009.55,CHF,In Progress,buyer_1
TTK-63124573,31/1/2020,1-2020,company_c,98796.65,PLN,Closed,buyer_1
TTK-83045120,20/2/2020,2-2020,company_c,81469.21,EUR,On hold,buyer_9
TTK-94868196,18/5/2020,5-2020,company_a,57079.38,CHF,In Progress,buyer_5
TTK-75281252,05/1/2020,1-2020,company_b,19592.62,EUR,In Progress,buyer_10
TTK-69130625,09/2/2020,2-2020,company_a,72496.51,USD,Open,buyer_9
TTK-71341674,10/8/2020,8-2020,company_b,17714.16,PLN,Clarification,buyer_5
TTK-38836695,08/6/2020,6-2020,company_b,88851.55,PLN,Clarification,buyer_5
TTK-33360881,18/1/2020,1-2020,company_c,32550.99,PLN,Open,buyer_4
TTK-40520951,04/2/2020,2-2020,company_c,658.33,EUR,Open,buyer_1
TTK-47457350,10/4/2020,4-2020,company_b,20950.17,EUR,On hold,buyer_8
TTK-68450168,20/4/2020,4-2020,company_a,45790.19,EUR,Open,buyer_5
TTK-64996110,08/12/2019,12-2019,company_b,59883.4,CHF,Open,buyer_1
TTK-98870734,03/4/2020,4-2020,company_b,59604.41,EUR,Closed,buyer_7
TTK-46463568,12/7/2020,7-2020,company_c,69820.2,EUR,On hold,buyer_3
TTK-2486753,26/12/2019,12-2019,company_c,54506.61,CHF,Open,buyer_5
TTK-85138776,15/2/2020,2-2020,company_a,53125.81,EUR,Open,buyer_10
TTK-5971740,27/1/2020,1-2020,company_b,92363.28,EUR,Closed,buyer_4
TTK-8461050,12/4/2020,4-2020,company_a,99742.43,PLN,Closed,buyer_8
TTK-19383514,05/6/2020,6-2020,company_a,87281.16,EUR,Closed,buyer_6
TTK-67190783,07/7/2020,7-2020,company_a,36839.28,EUR,On hold,buyer_7
TTK-63324040,14/1/2020,1-2020,company_c,17654.99,PLN,Closed,buyer_10
TTK-84087919,10/8/2020,8-2020,company_b,62793.75,PLN,Open,buyer_9
TTK-6531979,14/12/2019,12-2019,company_c,23918.42,USD,On hold,buyer_2
TTK-25118478,03/5/2020,5-2020,company_b,43421.39,USD,In Progress,buyer_1
TTK-34686728,04/2/2020,2-2020,company_a,909.45,PLN,Clarification,buyer_8
TTK-24486860,10/2/2020,2-2020,company_a,99413.76,CHF,On hold,buyer_1
TTK-56074291,07/7/2020,7-2020,company_b,39165.56,PLN,Closed,buyer_10
TTK-13443232,23/6/2020,6-2020,company_b,47770.41,USD,On hold,buyer_9
TTK-6762564,07/6/2020,6-2020,company_c,64940.63,USD,In Progress,buyer_4
TTK-45565829,01/7/2020,7-2020,company_b,4048.27,EUR,Clarification,buyer_4
TTK-54944931,11/6/2020,6-2020,company_a,53756.51,CHF,Open,buyer_8
TTK-78571001,08/2/2020,2-2020,company_c,52011.34,CHF,Open,buyer_10
TTK-60652399,19/7/2020,7-2020,company_b,78554.33,USD,Open,buyer_7
TTK-56719254,14/6/2020,6-2020,company_c,39656.57,USD,Clarification,buyer_5
TTK-23332718,03/2/2020,2-2020,company_b,90619.4,CHF,Closed,buyer_10
TTK-79492528,18/5/2020,5-2020,company_c,66725.65,PLN,Clarification,buyer_3
TTK-69366964,02/6/2020,6-2020,company_b,75490.5,PLN,Open,buyer_1
TTK-20305889,27/2/2020,2-2020,company_c,14343.88,EUR,Closed,buyer_9
TTK-51734795,08/3/2020,3-2020,company_c,32647.75,USD,On hold,buyer_9
TTK-18552261,19/6/2020,6-2020,company_a,14530.71,CHF,Open,buyer_3
TTK-59998655,26/7/2020,7-2020,company_a,54835.43,EUR,On hold,buyer_7
TTK-84964424,19/12/2019,12-2019,company_c,7927.27,CHF,Closed,buyer_4
TTK-19865137,09/3/2020,3-2020,company_c,40705.18,EUR,Open,buyer_10
TTK-55026526,08/1/2020,1-2020,company_c,41516.37,USD,On hold,buyer_1
TTK-15660310,10/1/2020,1-2020,company_a,3170.58,CHF,Clarification,buyer_4
TTK-84340597,27/6/2020,6-2020,company_a,33043.81,USD,Open,buyer_2
TTK-49103039,19/3/2020,3-2020,company_b,4015.5,EUR,Open,buyer_5
TTK-28467338,23/6/2020,6-2020,company_b,170.9,CHF,In Progress,buyer_6
TTK-47563566,10/7/2020,7-2020,company_b,77340.77,CHF,Clarification,buyer_4
TTK-57686014,17/4/2020,4-2020,company_b,15683.6,PLN,On hold,buyer_9
TTK-17620300,12/2/2020,2-2020,company_b,85110.32,USD,On hold,buyer_9
TTK-22452116,24/4/2020,4-2020,company_b,78629.49,EUR,In Progress,buyer_7
TTK-54656427,02/7/2020,7-2020,company_a,94701.6,CHF,In Progress,buyer_7
TTK-49655951,29/4/2020,4-2020,company_b,74248.24,EUR,Open,buyer_4
TTK-88843190,15/2/2020,2-2020,company_c,8410.31,PLN,Clarification,buyer_5
TTK-85444871,21/3/2020,3-2020,company_a,97543.15,CHF,Open,buyer_4
TTK-86003973,02/5/2020,5-2020,company_a,1781.14,EUR,In Progress,buyer_10
TTK-61100205,10/3/2020,3-2020,company_b,36449.99,EUR,On hold,buyer_10
TTK-45482463,11/7/2020,7-2020,company_c,70114.4,CHF,In Progress,buyer_2
TTK-49247866,16/7/2020,7-2020,company_a,83594.27,EUR,Clarification,buyer_6
TTK-155467,11/7/2020,7-2020,company_a,53024.6,CHF,On hold,buyer_8
TTK-59034665,20/7/2020,7-2020,company_c,62477.14,PLN,On hold,buyer_9
TTK-87199294,06/4/2020,4-2020,company_c,63291.47,EUR,On hold,buyer_9
TTK-64763710,06/3/2020,3-2020,company_c,82253.61,PLN,Closed,buyer_8
TTK-13573572,11/1/2020,1-2020,company_b,39094.64,PLN,Open,buyer_9
TTK-87330244,11/7/2020,7-2020,company_a,67743.76,EUR,Open,buyer_7
TTK-75838900,05/8/2020,8-2020,company_c,4226.14,CHF,Open,buyer_9
TTK-60332006,03/5/2020,5-2020,company_c,8719.41,CHF,In Progress,buyer_9
TTK-3593064,19/1/2020,1-2020,company_a,99792.52,PLN,In Progress,buyer_6
TTK-25842508,05/6/2020,6-2020,company_a,26977.2,USD,On hold,buyer_5
TTK-23916810,10/8/2020,8-2020,company_a,81902.49,CHF,Clarification,buyer_6
TTK-72004562,14/4/2020,4-2020,company_c,43609.65,EUR,On hold,buyer_4
TTK-71744028,28/3/2020,3-2020,company_c,90323.59,EUR,Clarification,buyer_7
TTK-75499369,22/4/2020,4-2020,company_a,89039.5,EUR,On hold,buyer_3
TTK-69393962,05/5/2020,5-2020,company_a,44323.84,PLN,In Progress,buyer_10
TTK-30753075,06/8/2020,8-2020,company_a,42091.5,CHF,Closed,buyer_2
TTK-464915,21/3/2020,3-2020,company_b,64682.6,USD,Clarification,buyer_6
TTK-45707826,10/6/2020,6-2020,company_b,98350.59,CHF,Closed,buyer_3
TTK-52295936,06/5/2020,5-2020,company_c,38610.95,USD,On hold,buyer_3
TTK-65561216,26/3/2020,3-2020,company_b,43904.89,USD,Closed,buyer_8
TTK-90621347,09/2/2020,2-2020,company_a,75007.32,PLN,In Progress,buyer_10
TTK-92512230,30/3/2020,3-2020,company_b,66309.84,PLN,Clarification,buyer_10
TTK-84488048,19/1/2020,1-2020,company_a,4982.58,EUR,Closed,buyer_10
TTK-23181564,23/6/2020,6-2020,company_c,48881.39,CHF,Closed,buyer_3
TTK-17291466,30/6/2020,6-2020,company_a,83537.17,EUR,On hold,buyer_9
TTK-23122914,15/4/2020,4-2020,company_b,1642.12,CHF,On hold,buyer_2
TTK-9083852,30/3/2020,3-2020,company_b,7280.47,EUR,Open,buyer_3
TTK-99718064,06/1/2020,1-2020,company_c,26615.22,CHF,In Progress,buyer_3
TTK-41281886,05/6/2020,6-2020,company_c,95677.99,EUR,Closed,buyer_6
TTK-2742281,13/1/2020,1-2020,company_a,2632.78,CHF,Closed,buyer_10
TTK-48766788,17/5/2020,5-2020,company_c,33639.7,CHF,Open,buyer_2
TTK-87051170,02/1/2020,1-2020,company_b,58229.82,USD,Clarification,buyer_7
TTK-47378712,12/5/2020,5-2020,company_c,65080.53,PLN,In Progress,buyer_8
TTK-49188291,02/3/2020,3-2020,company_b,3414.59,EUR,In Progress,buyer_5
TTK-52849510,05/8/2020,8-2020,company_b,93916.11,EUR,In Progress,buyer_6
TTK-59819421,09/1/2020,1-2020,company_b,59884.45,EUR,Clarification,buyer_2
TTK-98827473,03/4/2020,4-2020,company_c,72476.7,CHF,On hold,buyer_1
TTK-90650830,12/3/2020,3-2020,company_c,34130.49,USD,On hold,buyer_8
TTK-15606173,27/5/2020,5-2020,company_b,19563.94,CHF,Clarification,buyer_10
TTK-16698282,22/7/2020,7-2020,company_b,62215.21,EUR,Clarification,buyer_10
TTK-16033610,05/4/2020,4-2020,company_c,31519.9,EUR,Clarification,buyer_2
TTK-31177763,11/7/2020,7-2020,company_c,12844.36,CHF,In Progress,buyer_3
TTK-52269670,05/4/2020,4-2020,company_b,38966.77,CHF,Open,buyer_10
TTK-31085242,16/4/2020,4-2020,company_a,69479.17,PLN,On hold,buyer_3
TTK-50082082,31/3/2020,3-2020,company_b,62998.72,CHF,Clarification,buyer_5
TTK-21548970,06/7/2020,7-2020,company_b,75601.66,PLN,In Progress,buyer_8
TTK-39773809,09/7/2020,7-2020,company_a,36066.4,USD,On hold,buyer_1
TTK-18094918,15/6/2020,6-2020,company_c,36976.65,EUR,Clarification,buyer_3
TTK-71169723,07/8/2020,8-2020,company_b,79517.35,USD,On hold,buyer_8
TTK-68719166,22/12/2019,12-2019,company_c,29469.78,USD,Closed,buyer_4
TTK-74099371,13/1/2020,1-2020,company_c,1470.58,EUR,On hold,buyer_2
TTK-11702057,13/2/2020,2-2020,company_a,11101.24,PLN,Open,buyer_4
TTK-50566739,05/5/2020,5-2020,company_b,91946.32,PLN,On hold,buyer_5
TTK-80202689,29/4/2020,4-2020,company_c,70445.81,USD,On hold,buyer_6
TTK-32867690,09/2/2020,2-2020,company_c,6710.12,PLN,Closed,buyer_9
TTK-40891828,11/12/2019,12-2019,company_b,39984.76,CHF,On hold,buyer_8
TTK-20942226,22/2/2020,2-2020,company_b,16650.51,PLN,In Progress,buyer_8
TTK-24137278,14/5/2020,5-2020,company_c,4075.68,USD,In Progress,buyer_4
TTK-11315271,10/8/2020,8-2020,company_c,2425.1,USD,In Progress,buyer_2
TTK-8100158,25/4/2020,4-2020,company_c,17352.82,EUR,Closed,buyer_8
TTK-27531157,28/12/2019,12-2019,company_c,98382.69,EUR,Clarification,buyer_2
TTK-17573788,22/5/2020,5-2020,company_a,65744.41,USD,In Progress,buyer_4
TTK-91743275,20/2/2020,2-2020,company_b,6729.78,USD,Open,buyer_1
TTK-33818902,29/3/2020,3-2020,company_c,49837.42,EUR,Clarification,buyer_5
TTK-83100285,17/1/2020,1-2020,company_c,5358.85,PLN,Clarification,buyer_9
TTK-33922708,17/7/2020,7-2020,company_c,15146.21,CHF,Clarification,buyer_6
TTK-14925746,25/5/2020,5-2020,company_a,29127.9,PLN,On hold,buyer_7
TTK-3457603,06/4/2020,4-2020,company_c,88143.19,USD,On hold,buyer_3
TTK-17640362,05/6/2020,6-2020,company_b,28590.26,CHF,Open,buyer_10
TTK-58896977,28/4/2020,4-2020,company_a,30036.86,EUR,Closed,buyer_4
TTK-8588263,25/1/2020,1-2020,company_c,12717.7,CHF,In Progress,buyer_2
TTK-61650052,08/6/2020,6-2020,company_b,79612.39,PLN,Closed,buyer_10
TTK-31637026,30/12/2019,12-2019,company_c,31514.32,CHF,Clarification,buyer_3
TTK-75717089,21/12/2019,12-2019,company_a,21902.83,CHF,On hold,buyer_1
TTK-45659616,19/5/2020,5-2020,company_c,96224.49,PLN,Clarification,buyer_6
TTK-75726150,09/12/2019,12-2019,company_b,87801.46,CHF,In Progress,buyer_6
TTK-10137728,17/7/2020,7-2020,company_c,20507.65,EUR,In Progress,buyer_4
TTK-890274,12/6/2020,6-2020,company_c,81938.13,PLN,Closed,buyer_5
TTK-80082098,23/2/2020,2-2020,company_a,60621.62,CHF,On hold,buyer_2
TTK-65852242,06/8/2020,8-2020,company_a,87758.19,PLN,On hold,buyer_3
TTK-63842260,29/3/2020,3-2020,company_c,47836.7,USD,Open,buyer_10
TTK-32856188,28/2/2020,2-2020,company_b,91730.45,CHF,On hold,buyer_5
TTK-74567126,14/1/2020,1-2020,company_c,44885.77,CHF,In Progress,buyer_5
TTK-4551754,26/4/2020,4-2020,company_a,81174.96,EUR,Closed,buyer_2
TTK-86031450,23/6/2020,6-2020,company_b,18438.62,CHF,On hold,buyer_6
TTK-87840594,16/4/2020,4-2020,company_b,18793.42,CHF,Open,buyer_10
TTK-92137775,03/1/2020,1-2020,company_a,42391.4,CHF,In Progress,buyer_4
TTK-75335378,13/12/2019,12-2019,company_c,38451.1,USD,Clarification,buyer_7
TTK-94667264,23/7/2020,7-2020,company_b,40882.41,USD,In Progress,buyer_9
TTK-44949526,07/12/2019,12-2019,company_a,43730.79,USD,On hold,buyer_2
TTK-87261232,04/4/2020,4-2020,company_a,61375.53,USD,On hold,buyer_5
TTK-51454359,02/3/2020,3-2020,company_b,84545.67,EUR,On hold,buyer_7
TTK-55909162,12/6/2020,6-2020,company_b,91500.87,PLN,Closed,buyer_4
TTK-74155114,25/1/2020,1-2020,company_a,28372.2,CHF,In Progress,buyer_8
TTK-21926991,06/5/2020,5-2020,company_c,45573.35,PLN,Closed,buyer_3
TTK-79841785,19/6/2020,6-2020,company_c,44682.7,CHF,Clarification,buyer_3
TTK-54434993,05/7/2020,7-2020,company_b,35805.99,EUR,On hold,buyer_9
TTK-81039885,28/7/2020,7-2020,company_a,54903.7,PLN,In Progress,buyer_1
TTK-65374865,02/5/2020,5-2020,company_c,39926.38,EUR,On hold,buyer_1
TTK-98691265,26/1/2020,1-2020,company_b,90314.54,USD,On hold,buyer_10
TTK-85245493,10/5/2020,5-2020,company_c,68061.17,USD,In Progress,buyer_8
TTK-62820839,06/6/2020,6-2020,company_b,8866.28,PLN,In Progress,buyer_2
TTK-22585116,17/3/2020,3-2020,company_a,82337.51,EUR,Clarification,buyer_4
TTK-50940703,24/1/2020,1-2020,company_c,33386.86,EUR,Open,buyer_2
TTK-93631077,04/2/2020,2-2020,company_b,19488.1,CHF,Open,buyer_5
TTK-34898505,07/2/2020,2-2020,company_b,69003.25,CHF,Clarification,buyer_10
TTK-12640882,17/3/2020,3-2020,company_c,90006.9,PLN,Clarification,buyer_9
TTK-89084420,11/4/2020,4-2020,company_a,73784.1,CHF,Clarification,buyer_7
TTK-6780544,03/3/2020,3-2020,company_a,48790.23,CHF,Open,buyer_2
TTK-78048328,15/6/2020,6-2020,company_c,31463.35,USD,In Progress,buyer_2
TTK-98048527,13/2/2020,2-2020,company_a,48150.31,EUR,Clarification,buyer_9
TTK-91675725,11/6/2020,6-2020,company_c,43655.4,EUR,Clarification,buyer_9
TTK-29808409,07/5/2020,5-2020,company_a,54084.34,PLN,Clarification,buyer_6
TTK-90413846,06/4/2020,4-2020,company_b,6734.5,CHF,In Progress,buyer_3
TTK-72319332,26/3/2020,3-2020,company_c,94496.44,CHF,On hold,buyer_3
TTK-86628136,08/1/2020,1-2020,company_b,20824.34,USD,Closed,buyer_1
TTK-28248759,14/3/2020,3-2020,company_b,70180.72,CHF,In Progress,buyer_10
TTK-12710973,14/12/2019,12-2019,company_c,38667.76,PLN,In Progress,buyer_7
TTK-29222113,25/1/2020,1-2020,company_a,89030.92,USD,In Progress,buyer_10
TTK-80917948,18/7/2020,7-2020,company_c,99617.76,PLN,Clarification,buyer_6
TTK-92824656,30/12/2019,12-2019,company_a,86120.62,PLN,Open,buyer_2
TTK-89449649,30/4/2020,4-2020,company_c,48735.8,USD,On hold,buyer_5
TTK-69272458,15/7/2020,7-2020,company_b,245.66,USD,Clarification,buyer_1
TTK-8426108,08/8/2020,8-2020,company_b,33789.5,USD,Clarification,buyer_4
TTK-50453088,30/12/2019,12-2019,company_c,83130.22,EUR,In Progress,buyer_3
TTK-72786448,01/3/2020,3-2020,company_b,40063.42,EUR,Closed,buyer_10
TTK-44831197,28/5/2020,5-2020,company_b,73734.73,USD,Clarification,buyer_3
TTK-55896951,04/7/2020,7-2020,company_b,46807.8,PLN,Closed,buyer_5
TTK-12998269,31/7/2020,7-2020,company_a,53297.99,EUR,Open,buyer_9
TTK-6568011,19/4/2020,4-2020,company_a,31709.29,EUR,Clarification,buyer_10
TTK-20079292,15/12/2019,12-2019,company_b,85874.98,CHF,Open,buyer_9
TTK-56863548,21/3/2020,3-2020,company_b,9968.33,EUR,Clarification,buyer_8
TTK-1648300,07/8/2020,8-2020,company_c,66379.88,USD,On hold,buyer_7
TTK-12710028,28/4/2020,4-2020,company_c,32902.29,USD,On hold,buyer_2
TTK-79554372,18/3/2020,3-2020,company_c,7089.9,CHF,Clarification,buyer_7
TTK-2126826,06/6/2020,6-2020,company_c,55043.4,CHF,Clarification,buyer_8
TTK-55743482,18/4/2020,4-2020,company_b,61612.57,PLN,Closed,buyer_4
TTK-82805148,01/1/2020,1-2020,company_c,9261.64,EUR,In Progress,buyer_2
TTK-76741344,20/1/2020,1-2020,company_c,82041.64,USD,In Progress,buyer_6
TTK-46818737,21/1/2020,1-2020,company_b,77257.5,PLN,Closed,buyer_9
TTK-31046522,24/1/2020,1-2020,company_b,83837.16,PLN,Closed,buyer_3
TTK-95457042,29/5/2020,5-2020,company_b,72569.31,EUR,Open,buyer_4
TTK-51063209,16/4/2020,4-2020,company_b,88855.67,EUR,Closed,buyer_1
TTK-45617907,23/12/2019,12-2019,company_a,25843.61,PLN,Open,buyer_7
TTK-91860551,14/7/2020,7-2020,company_c,47095.9,PLN,In Progress,buyer_6
TTK-88498616,13/5/2020,5-2020,company_b,93189.1,EUR,Clarification,buyer_1
TTK-48308933,05/2/2020,2-2020,company_a,95463.78,CHF,In Progress,buyer_8
TTK-8765025,11/7/2020,7-2020,company_c,81737.66,PLN,Clarification,buyer_10
TTK-88040467,27/4/2020,4-2020,company_b,7341.67,EUR,Open,buyer_8
TTK-49279950,22/2/2020,2-2020,company_a,60103.37,USD,In Progress,buyer_7
TTK-92018751,16/2/2020,2-2020,company_c,85647.97,EUR,Closed,buyer_4
TTK-40972356,11/3/2020,3-2020,company_b,63603.51,CHF,Clarification,buyer_2
TTK-85549486,02/8/2020,8-2020,company_c,48080.58,CHF,In Progress,buyer_5
TTK-14462059,22/6/2020,6-2020,company_a,58036.44,USD,Open,buyer_2
TTK-15723863,21/5/2020,5-2020,company_a,26941.39,CHF,In Progress,buyer_8
TTK-15257413,09/3/2020,3-2020,company_b,88588.57,CHF,Closed,buyer_1
TTK-80903986,28/6/2020,6-2020,company_c,1775.82,PLN,In Progress,buyer_7
TTK-35634096,08/1/2020,1-2020,company_a,61039.36,EUR,Closed,buyer_2
TTK-17970645,29/7/2020,7-2020,company_c,6704.87,USD,Closed,buyer_3
TTK-252653,01/6/2020,6-2020,company_a,4870.8,EUR,Open,buyer_10
TTK-2485831,16/12/2019,12-2019,company_c,81467.79,USD,In Progress,buyer_2
TTK-87538840,25/2/2020,2-2020,company_c,88654.53,PLN,Open,buyer_2
TTK-63381557,08/3/2020,3-2020,company_c,94532.8,PLN,On hold,buyer_3
TTK-44339042,16/6/2020,6-2020,company_b,16054.74,PLN,In Progress,buyer_7
TTK-50135709,29/7/2020,7-2020,company_b,33839.51,PLN,On hold,buyer_4
TTK-18925283,23/7/2020,7-2020,company_c,81516.32,EUR,In Progress,buyer_9
TTK-98462834,22/4/2020,4-2020,company_c,79112.9,CHF,In Progress,buyer_4
TTK-88506801,08/8/2020,8-2020,company_b,39412.88,CHF,Clarification,buyer_6
TTK-94707772,04/5/2020,5-2020,company_b,671.45,CHF,Open,buyer_2
TTK-40052893,23/4/2020,4-2020,company_c,56017.94,PLN,On hold,buyer_10
TTK-74626905,14/1/2020,1-2020,company_b,55477.77,EUR,Closed,buyer_5
TTK-77164960,29/5/2020,5-2020,company_c,25084.1,CHF,On hold,buyer_7
TTK-11938969,30/7/2020,7-2020,company_b,11523.34,USD,On hold,buyer_7
TTK-67973099,18/3/2020,3-2020,company_c,47089.93,CHF,Closed,buyer_9
TTK-51704687,17/7/2020,7-2020,company_c,80823.75,USD,Open,buyer_5
TTK-597252,19/1/2020,1-2020,company_b,25593.61,USD,Open,buyer_4
TTK-40592120,01/3/2020,3-2020,company_c,22360.23,PLN,In Progress,buyer_4
TTK-70921589,22/6/2020,6-2020,company_c,71968.34,EUR,On hold,buyer_2
TTK-53855103,24/3/2020,3-2020,company_c,36445.33,CHF,Clarification,buyer_5
TTK-18502969,14/2/2020,2-2020,company_c,17905.58,PLN,Clarification,buyer_6
TTK-42506533,13/2/2020,2-2020,company_b,12744.15,USD,On hold,buyer_8
TTK-79052006,07/6/2020,6-2020,company_c,98792.41,USD,On hold,buyer_3
TTK-96258084,15/6/2020,6-2020,company_a,70298.19,PLN,In Progress,buyer_3
TTK-98436536,27/3/2020,3-2020,company_c,50578.8,PLN,On hold,buyer_5
TTK-50327350,04/4/2020,4-2020,company_b,87614.82,USD,Clarification,buyer_5
TTK-60911574,20/6/2020,6-2020,company_a,92869.9,USD,On hold,buyer_8
TTK-13155032,23/1/2020,1-2020,company_a,12180.1,EUR,Open,buyer_6
TTK-52970086,15/2/2020,2-2020,company_b,12803.52,EUR,On hold,buyer_7
TTK-36903164,10/12/2019,12-2019,company_c,52414.3,EUR,Clarification,buyer_10
TTK-72074323,19/2/2020,2-2020,company_c,57975.3,CHF,In Progress,buyer_8
TTK-41912521,03/1/2020,1-2020,company_b,90657.12,PLN,In Progress,buyer_5
TTK-81614800,28/12/2019,12-2019,company_c,4300.11,CHF,Closed,buyer_1
TTK-47580129,23/3/2020,3-2020,company_c,46299.95,EUR,In Progress,buyer_5
TTK-4476830,31/3/2020,3-2020,company_c,45471.2,USD,On hold,buyer_2
TTK-73887501,08/3/2020,3-2020,company_c,63593.4,CHF,Closed,buyer_7
TTK-42088117,18/4/2020,4-2020,company_a,34779.18,EUR,Closed,buyer_2
TTK-88568519,07/8/2020,8-2020,company_b,88185.45,CHF,On hold,buyer_10
TTK-5535936,13/4/2020,4-2020,company_a,71418.86,EUR,Open,buyer_5
TTK-18301704,03/5/2020,5-2020,company_a,32680.48,USD,On hold,buyer_4
TTK-50121312,12/3/2020,3-2020,company_a,46614.9,USD,In Progress,buyer_9
TTK-17188921,25/2/2020,2-2020,company_c,19185.56,EUR,On hold,buyer_6
